qid,question
3214,Cơ quan nào có thẩm quyền chỉ định cơ sở khám chữa bệnh tâm thần cho người chấp hành án?
3215,"Để giám sát bảo vệ mục tiêu, lục lượng cảnh sát có được sử dụng phương tiện, thiết bị kỹ thuật nghiệp vụ không?"
3216,Tôi muốn hưởng TCTN thì nộp hồ sơ ở đâu và thời hạn nộp là bao lâu?
3217,"Các doanh nghiệp khi được cấp giấy phép kinh doanh dịch vụ viễn thông thì phải nộp những khoản lệ phí, phí gì?"
3218,Khi thôi làm việc trong các cơ quan của Đảng thì có còn hưởng phụ cấp công vụ?
3219,Đối tượng được bổ nhiệm Phó Thủ trưởng cơ quan quản lý thi hành án hình sự thuộc Bộ Công an được quy định như thế nào?
3220,"Người hành nghề thiếu thời gian thực hành theo quy định của pháp luật có được cấp chứng chỉ hành nghề khám bệnh, chữa bệnh không?"
3221,Mức hưởng chế độ phụ cấp và trợ cấp một lần của Phó chỉ huy trưởng Ban chỉ huy quân sự xã như thế nào?
3222,Khi nào thì tố cáo được thụ lý giải quyết?
3223,Có bao nhiêu hình thức tố cáo?
3224,"Xử phạt cơ sở khám, chữa bệnh không xác định khuyết tật bẩm sinh đối với trẻ em sơ sinh được quy định như thế nào?"
3225,Phải chứng thực chữ ký trên bản di chúc miệng được ghi chép lại trong thời gian bao lâu?
3226,Tôi cần thực hiện thủ tục gì để được cấp Chứng chỉ hành nghề đấu giá?
3227,Để cấp Giấy chứng nhận khả năng chuyên môn sỹ quan máy tàu có tổng công suất máy chính từ 750 kW trở lên cần điều kiện chuyên môn gì?
3228,"Xây dựng, phê duyệt kế hoạch tiến hành thanh tra được quy định như thế nào?"
3229,"Trường hợp bị mất Giấy chứng nhận đủ điều kiện sản xuất, lắp ráp ô tô, doanh nghiệp cần làm gì để được cấp lại?"
3230,"Chương trình, nội dung huấn luyện nghiệp vụ cho bảo vệ trên tàu hỏa được quy định như thế nào?"
3231,Khi nhận được tố cáo không thuộc thẩm quyền giải quyết thì cơ quan nhà nước xử lý như thế nào?
3232,Tuổi thiết bị và năm nhập khẩu theo pháp luật Việt Nam?
3233,Trong trường hợp nào thì khai thác khoáng sản làm vật liệu xây dựng thông thường thông thường không phải xin giấy phép khai thác?
3234,Điều kiện đối với lao động đang làm việc trong doanh nghiệp nhỏ và vừa được hỗ trợ đào tạo nghề được quy định như thế nào?
3235,Nếu tôi mang hai quốc tịch trong đó có Việt Nam và chẳng may dính vào pháp lý thì tôi sẽ chịu quản lý của cơ quan pháp lý Việt Nam hay của Quốc gia còn lại tôi mang quốc tịch? 
3236,"Các loại báo cáo, thống kê viên chức được quy định như thế nào?"
3237,Người nước ngoài có nguyện vọng xin nhập quốc tịch Việt Nam thì phải đáp ứng những điều kiện gì?
3238,"Hồ sơ đề nghị cấp chứng chỉ hành nghề khám bệnh, chữa bệnh lần đầu đối với người Việt Nam bao gồm những giấy tờ gì?"
3239,"Hộ kinh doanh XYZ có thay đổi về vốn kinh doanh đã đăng ký trên Giấy chứng nhận đăng ký hộ kinh doanh. Vậy hộ kinh doanh có phải thông báo việc thay đổi vốn kinh doanh với cơ quan đăng ký kinh doanh hay không? Trình tự, thủ tục như thế nào?"
3240,"Theo quy định tại Khoản 3 Điều 16 Nghị định số 201/2013/NĐ-CP ngày 27/11/2013 của Chính phủ quy định chi tiết thi hành một số điều của Luật tài nguyên nước thì “xả nước thải của cá nhân, hộ gia đình thuộc trường hợp không phải xin cấp phép xả nước thải vào nguồn nước” và “xả nước thải của các cơ sở, sản xuất, kinh doanh dịch vụ với quy mô từ 05 m3/ngày đêm trở lên thuộc đối tượng phải cấp phép xả nước thải”. Tuy nhiên, phần hệ thống công trình hạ tầng kỹ thuật về xử lý, xả nước thải của khu căn hộ và dịch vụ thương mại không được tách riêng. Như vậy các Dự án tổ hợp thương mại, dịch vụ, căn hộ và chung cư có thuộc đối tượng phải xin cấp phép không?"
3241,Đề nghị cơ quan cho biết thủ tục cấp lại chứng chỉ hành nghề tư vấn về PCCC khi chứng chỉ hết thời hạn sử dụng hoặc bị mất; đổi chứng chỉ khi bị hỏng hoặc cá nhân đề nghị bổ sung nội dung hành nghề tư vấn mới?
3242,Bộ Xây dựng có được cấp giấy phép xây dựng không?
3243,"Chi phí lập quy hoạch cảng hàng không, sân bay lấy từ đâu?"
3244,Chồng tôi là sỹ quan trong quân đội. Vậy con tôi có cần tham gia bảo hiểm y tế học sinh tại trường học hay không?
3245,Nhận nhượng quyền thương mại về bưu chính từ nước ngoài vào Việt Nam mà không có văn bản xác nhận bị phạt bao nhiêu tiền?
3246,"Đơn vị tôi có nhu cầu kết nối mạng Internet phục vụ công tác nghiên cứu, trao đổi công việc tại đơn vị, vậy trình tự, thủ tục như thế nào ?"
3247,Người giải quyết tố cáo có quyền gì?
3248,"Điều kiện thành lập Ban chỉ huy quân sự cơ quan, tổ chức ở cơ sở được quy định như thế nào"
3249,Điều kiện cung ứng dịch vụ trung gian thanh toán được quy định như thế nào?
3250,"Căn cứ, thủ tục như thế nào để tổ chức, cá nhân đăng ký chủ trì thực hiện dự án khuyến nông Trung ương?"
3251,"Xác định mục tiêu, thời hạn của chương trình quản lý tổng hợp tài nguyên vùng bờ được quy định như thế nào?"
3252,Biện pháp báo tin khi xảy ra tai nạn giao thông đường sắt được quy định như thế nào?
3253,"Hồ sơ đăng ký hoạt động của tổ chức cung cấp dịch vụ chứng thực chữ ký số chuyên dùng của cơ quan, tổ chức bao gồm các giấy tờ gì?"
3254,Nội dung giám định tư pháp trong lĩnh vực nông nghiệp và phát triển nông thôn được quy định như thế nào?
3255,"Đề nghị cho biết trình tự, thủ tục thẩm định, phê duyệt đề cương, kết quả kiểm định an toàn đập, hồ chứa thủy lợi?"
3256,Thời hạn giải quyết thủ tục đăng ký thay đổi khoản phát hành trái phiếu quốc tế mất bao nhiêu ngày?
3257,Mức phạt đối với hành vi chuyển mục đích sử dụng rừng phòng hộ có diện tích từ 2.000 m2 đến dưới 3.000 m2 không đúng quy định được quy định như thế nào?
3258,"Những chủ thể nào phải kê khai tài sản, thu nhập?"
3259,Điều kiện xác nhận nội dung quảng cáo mỹ phẩm là gì?
3260,Phổ biến văn bản quy phạm pháp luật của Bộ Công thương được quy định như thế nào?
3261,Đề nghị cho biết các trường hợp nào phải cấp lại giấy chứng nhận lưu hành thuốc thú y và hồ sơ xin cấp lại như thế nào?
3262,"Quy định về thẩm quyền cấp, cấp lại, gia hạn, điều chỉnh, đình chỉ, thu hồi giấy phép cho các hoạt động trong phạm vi bảo vệ công trình thủy lợi?"
3263,"Trong quá trình bảo hành công trình, công trình bị hư hỏng phải sửa chữa thuộc tránh nhiệm của nhà thầu. Như vậy thời điểm bắt đầu tính bảo hành đối với các hạng mục sửa chữa có tính theo quy đinh tại Khoản 2 Điều 35 Nghị định số 46/2015/NĐ-CP hay không. Thời điểm bắt đầu bảo hành đối với hạng mục sửa chữa thuộc trách nhiệm bảo hành được tính đến thời gian nào."
3264,Quy định đối với phương tiện hoạt động trên tuyến vận tải thủy qua biên giới Việt Nam - Campuchia ?
3265,Trong trường hợp quá thời hạn mà tố cáo chưa được giải quyết thì người tố cáo được làm gì?
3266,Báo cáo giao nộp là bản photo có được không?
3267,Hiện tại tôi đã đóng bảo hiểm xã hội bắt buộc được 15 năm và vẫn đang đóng bảo hiểm xã hội. Nhưng tôi muốn đóng thêm bảo hiểm xã hội tự nguyện nữa có được không?
3268,Muốn chấp thuận thiết lập báo hiệu hàng hải cần thực hiện những thủ tục gì?
3269,"Điều kiện về năng lực chuyên môn đối với tổ chức tư vấn lập quy hoạch cảng hàng không, sân bay được quy định như thế nào?"
3270,Công ty có phải thông báo về việc hủy đăng ký công ty đại chúng hay không?
3271,Cách xử lý khi lỗi hệ thống hạ tầng kỹ thuật của tổ chức cung cấp dịch vụ hóa đơn điện tử được quy định như thế nào?
3272,Chuỗi cửa hàng kinh doanh thực phẩm hoặc chuỗi siêu thị có thuộc phạm vi quản lý của Bộ Công Thương?
3273,"Trong trường hợp nào, điểm du lịch bị thu hồi quyết định công nhận điểm du lịch? Cơ quan nào có thẩm quyền thu hồi quyết định này?"
3274,"Mức phạt người được chở trên xe mô tô, xe gắn máy dẫn dắt súc vật, mang vác vật cồng kềnh ?"
3275,Phương tiện phục vụ hoạt động vui chơi giải trí dưới nước có cần phải đăng ký?
3276,Kết quả giải quyết TTHC chuyển đổi từ bản giấy sang điện tử phải đáp ứng các yêu cầu nào?
3277,Thời gian để gia hạn việc chuyển lợi nhuận về nước là bao lâu?
3278,Trong trường hợp nào doanh nghiệp phải đăng ký thay đổi khoản phát hành trái phiếu quốc tế với NHNN?
3279,Mức phạt đối với hành vi mua sắm vật tư trong công ty nhà nước vượt định mức được quy định như thế nào?
3280,"Điều kiện và hồ sơ đề nghị gia hạn Giấy phép kinh doanh sản phẩm, dịch vụ an toàn thông tin mạng gồm những gì?"
3281,"Chế độ bổ nhiệm, miễn nhiệm, cách chức Thủ trưởng, Phó Thủ trưởng Cơ quan Điều tra được quy định như thế nào?"
3282,Tiết lộ thông tin về sử dụng dịch vụ bưu chính trái pháp luật bị phạt như thế nào?
3283,Xử lý cán bộ thành lập doanh nghiệp trái quy định được quy định như thế nào?
3284,Khi đi nộp hồ sơ làm hộ chiếu có cần mang theo hộ chiếu cũ không?
3285,Điều kiện để tôi được xuất ngũ trước thời hạn là gì?
3286,"Quản lý chứng chỉ hành nghề khám bệnh, chữa bệnh quy định như thế nào?"
3287,Chi phí chuyển đổi doanh nghiệp nhà nước tái cơ cấu thành công ty cổ phần được quy định như thế nào?
3288,Thời hạn giải quyết thủ tục đăng ký hạn mức nhận ủy thác tạm thời của NHNN Việt Nam là bao nhiêu ngày?
3289,Đối với khu du lịch nằm trên địa bàn từ 02 đơn vị hành chính cấp huyện trở lên thì cơ quan nào có trách nhiệm lập hồ sơ đề nghị công nhận khu du lịch cấp tỉnh và cơ quan nào có thẩm quyền tiếp nhận hồ sơ đề nghị công nhận khu du lịch cấp tỉnh?
3290,"Mức phạt khi tự ý leo trèo lên mố, trụ, dầm cầu"
3291,"Hồ sơ tham gia nghiên cứu, chế tạo, sản xuất, sửa chữa vũ khí của tổ chức, doanh nghiệp được quy định như thế nào?"
3292,"Về xác định hệ số điều chỉnh K:- Hệ số chất lượng nguồn nước K1: Trong trường hợp kết quả phân tích ẫu nước có tất cả các thông số đều đạt, duy chỉ có 1 thông số không đảm bảo theo quy chuẩn kỹ thuật quốc gia về chất lượng nước dưới đất hoặc cột A của quy chuẩn kỹ thuật quốc gia về chất lượng nước mặt thì giá trị hệ số chất lượng nguồn nước K1 được tính bằng 0,3 hay bằng 0.- Hệ số loại nguồn nước K2 : Tại Khoản 1 Điều 5 Quyết định số 40/2014/QĐ-UBND ngày 13/11/2014 của UBND thành phố Đà Nẵng quy định về quản lý, hoạt động tài nguyên nước trên địa bàn thành phố Đà Nẵng có quy định khu vực hạn chế khai thác nước dưới đất là khu vực đã được cung cấp nước máy ổn định, đảm bảo cung cấp đầy đủ các nhu cầu sử dụng nước cho các tổ chức, cá nhân. Như vậy, Sở TNMT có được căn cứ vào quy định trên để xác định hệ số K2 = 0,4 đối với các công trinh khai thác nước dưới đất nằm trong khu vực đã được cấp nước thủy cục ổn định không. 2. Về xác định sản lượng tính tiền cấp quyền khai thác nước.Trường hợp lưu lượng nước dưới đất khai thác thực tế nhỏ hơn lưu lượng quy định trong giấy phép thì việc xác định sản lượng để tính tiền cấp quyền khai thác nước dưới đất có được phép xác định theo lưu lượng tối đa thống kê từ quá trình theo dõi, ghi chép việc khai thác nước tại công trình hay chủ giấy phép phải làm thủ tục điều chỉnh giấy phép (giảm lưu lượng nước khai thác) để làm căn cứ tính tiền cấp quyền khai thác tài nguyên nước?"
3293,"Thời gian để đề xuất, thẩm định, phê duyệt nhiệm vụ khuyến nông thường xuyên?"
3294,Nghiên cứu y sinh học liên quan đến con người là gì?
3295,Thẩm quyền thu hồi giấy phép xây dựng của cơ quan nào?
3296,Muốn gia hạn hoạt động của kết cấu hạ tầng cảng biển tạm thời cần làm thủ tục ở đâu?
3297,Được rút ngắn thời gian thử thách bao nhiêu ngày đối với người được hưởng án treo?
3298,Tôi muốn công bố danh sách trọng tài viên thì phải hoàn tất thủ tục gì?
3299,Để được cấp giấy phép cung cấp dịch vụ viễn thông cần đáp ứng các điều kiện gì?
3300,Độ tuổi Thực hiện nghĩa vụ quân sự (NVQS) được hiểu như thế nào?
3301,Trình tự thực hiện thủ tục thay đổi tên phòng giao dịch của quỹ tín dụng nhân dân như thế nào?
3302,"Nghị định số 87/2018/NĐ-CP về kinh doanh khí quy định thành phần hồ sơ đề nghị cấp Giấy chứng nhận đủ điều kiện, trong đó có yêu cầu: “Tài liệu chứng minh đáp ứng các điều kiện về phòng cháy và chữa cháy”. Đề nghị Bộ Công Thương hướng dẫn cụ thể tài liệu đáp ứng các điều kiện về phòng cháy và chữa cháy bao gồm những tài liệu gì?"
3303,Có thể gặp người thân đi cai nghiện bắt buộc vào những ngày nào?
3304,"Ai có trách nhiệm tổ chức sơ cứu, cấp cứu người bị tai nạn giao thông trên đường sắt?"
3305,"Tôi tên Nguyễn Văn A, được Cục trưởng Cục Thi hành án dân sự tỉnh X bổ nhiệm giữ chức vụ Phó chi cục trưởng Chi cục THADS huyện Y, nhiệm kỳ 5 năm, kể từ ngày 01/02/2017 và tôi đã giữ chức vụ được hơn 02 năm. Tuy nhiên, do hoàn cảnh gia đình khó khăn ảnh hưởng đến kết quả hoàn thành nhiệm vụ được giao, gây ảnh hưởng chung đến hoạt động của đơn vị. Do đó tôi có nguyện vọng thôi giữ chức vụ được không? Nếu được thì thủ tục thực hiện như thế nào?"
3306,Mức phạt tiền đối với hành vi chuyển mục đích sử dụng rừng đặc dụng có diện tích từ 2.500 m2 đến dưới 3.500 m2 không đúng quy định
3307,Tháng hưởng trợ cấp thất nghiệp được tính như thế nào?
3308,Trường hợp nào không được chuyển đổi vị trí trong phòng chống tham nhũng?
3309,"Thành phần hồ sơ đề nghị gia hạn, điều chỉnh giấy phép khai thác, sử dụng nước mặt, nước biển bao gồm những gì?"
3310,Quân nhân dự bị trong thời gian tập trung huấn luyện có chế độ tiền lương và phụ cấp như thế nào?
3311,Mức phạt khi dừng xe máy không đúng quy định gây tai nạn giao thông
3312,"Người dùng nộp hồ sơ đăng ký, đã có Giấy biên nhận hồ sơ thì khi nào sẽ nhận được kết quả xử lý?"
3313,Điều khiển xe máy chạy quá tốc độ từ 10 đến 20km/h sẽ bị xử phạt bao nhiêu?
3314,Công ty đại chúng phát hành quyền mua cổ phần cho cổ đông hiện hữu được xem là chào bán thêm chứng khoán ra công chúng không?
3315,Được cộng bao nhiêu điểm thi tuyển viên chức khi có bố là thương binh 36%?
3316,"Đề nghị cơ quan cho biết thẩm quyền cấp, đổi, cấp lại giấy xác nhận đủ điều kiện kinh doanh dịch vụ PCCC?"
3317,Người nước ngoài có được nhập cảnh liên tục vào Việt Nam không?
3318,Viên chức mất chứng chỉ bồi dưỡng thì có được cấp lại không?
3319,"Khai báo y tế đối với tàu bay để phòng, chống bệnh truyền nhiễm ở biên giới được quy định ra sao?"
3320,Thuế GTGT đối với doanh thu cung cấp dịch vụ viễn thông phân chia nội bộ cơ sở kinh doanh dịch vụ viễn thông được quy định như thế nào?
3321,Xuất khẩu nguồn phóng xạ phải đảm bảo những yêu cầu gì?
3322,Cho hỏi trường hợp nào phải thực hiện kiểm định đột xuất?
3323,Khi chứng thư số sắp hết hạn cần xử lý như thế nào để gia hạn chứng thư số.
3324,"Quy định việc thẩm định, đánh giá kiến thức về ATTP đối với cơ sở sản xuất, kinh doanh thực phẩm nông, lâm thủy sản được quy định như thế nào?"
3325,"Công ty chúng tôi đã được Sở Kế hoạch và Đầu tư cấp giấy chứng nhận đăng ký kinh doanh, công ty chúng tôi cần những điều kiện gì để được cấp giấy phép XKLĐ?"
3326,"Quy định về hồ sơ nhập khẩu thức ăn chăn nuôi để phục vụ nghiên cứu, khảo nghiệm"
3327,Công ty chúng tôi đã được cấp giấy phép hoạt động in. Nay chúng tôi chuyển địa điểm xưởng sản xuất. Vậy chúng tôi phải thực hiện thủ tục gì?
3328,Những người nước ngoài nào được nhận con nuôi tại Việt Nam?
3329,Thời hạn giải quyết thủ tục hành chính đăng ký hạn mức nhận ủy thác đầu tư ra nước ngoài của NHNN là bao nhiêu ngày?
3330,Khi nào thì người được cấp Giấy chứng nhận đăng ký CHKSB phải gửi hồ sơ đề nghị sửa đổi nội dung Giấy chứng nhận đăng ký CHKSB?
3331,"Phương thức gửi báo cáo, thống kê ngành giáo dục được quy định như thế nào?"
3332,"Doanh nghiệp có thể nộp hồ sơ đăng ký hợp đồng theo mẫu, điều kiện giao dịch chung đến Cục CT&BVNTD bằng phương thức nào?"
3333,Những cơ quan nào có thẩm quyền cấp giấy chứng nhận huấn luyện KTAT VLNCN?
3334,"Thẩm quyền của UBND cấp tỉnh trong việc cấp,  cấp lại, gia hạn, điều chỉnh, đình chỉ, thu hồi giấy phép cho các hoạt động trong phạm vi bảo vệ công trình thủy lợi?"
3335,Hộ kinh doanh có được kinh doanh dịch vụ bảo vệ không?
3336,"Trường hợp nào Chủ đầu tư được quyền phê duyệt điều chỉnh thiết kế BVTC, dự toán xây dựng công trình do người quyết định đầu tư phê duyệt?"
3337,Chủ sở hữu công ty phải cam kết nắm giữ cùng nhau ít nhất 20% vốn điều lệ tối thiểu là 01 năm kể từ ngày kết thúc đợt chào bán mới được chào bán cổ phiếu lần đầu ra công chúng đúng không?
3338,Trách nhiệm của cơ quan quản lý căn cước công dân được quy định như thế nào?
3339,Tôi đang hưởng trợ cấp bảo hiểm xã hội nhưng ký hợp đồng lao động với doanh nghiệp thì có phải tham gia bảo hiểm xã hội bắt buộc không?
3340,Tôi muốn xin cấp mới Sổ thuyền viên thì cần những hồ sơ gì?
3341,Kỳ thống kê hình sự liên ngành được quy định như thế nào?
3342,"Trách nhiệm giải trình được quy định như thế nào trong Luật, phòng chống tham nhũng"
3343,Các bên có phải ký trên các trang khi chứng thực hợp đồng không?
3344,"Xuất bản tài liệu, tờ rơi, tờ gấp, bản đồ, lịch, tranh, ảnh của cơ quan đại diện nước ngoài, tổ chức nước ngoài tại Việt Nam được quy định như thế nào?"
3345,"Chương trình, khung đào tạo, bồi dưỡng chuyên môn, nghiệp vụ quản lý vận hành nhà chung cư bao gồm những gì?"
3346,Thẩm quyền giải quyết khiếu nại việc ra hoặc không ra quyết định thi hành án theo đề nghị của Trưởng Văn phòng Thừa phát lại được quy định như thế nào?
3347,Thời gian công tác để từ chức danh địa chính viên hạng III lên chức danh địa chính viên hạng II là bao lâu?
3348,Thời hạn kháng nghị trong Tố tụng hình sự được quy định như thế nào?
3349,"Điều khiển xe vệ sinh môi trường không chạy đúng tuyến, phạm vi, thời gian quy định bị phạt bao nhiêu tiền?"
3350,Mức phạt khi quay đầu xe ô tô trên đường cao tốc
3351,Sổ đăng ký thành viên có bắt buộc phải lập thành văn bản hay không?
3352,"Công ty chúng tôi dự định nhập khẩu máy đào, máy xúc, máy ủi đã qua sử dụng có tuổi trên 10 năm. Vậy chúng tôi có phải làm thủ tục xác nhận cho phép nhập khẩu theo quy định của Quyết định số 18/2019/QĐ-TTg ngày 19/4/2019 của Thủ tướng Chính phủ quy định việc nhập khẩu máy móc, thiết bị, dây chuyền công nghệ đã qua sử dụng hay không?"
3353,Văn bản của Ngân hàng Nhà nước chấp thuận danh sách dự kiến nhân sự của tổ chức tín dụng có hiệu lực trong thời gian bao lâu?
3354,"Các trường hợp phải đăng ký sửa đổi, bổ sung, gia hạn giấy phép thành lập văn phòng đại diện của cơ sở giáo dục nghề nghiệp nước ngoài tại Việt Nam được quy định như thế nào?"
3355,Nhà thầu nước ngoài phải điều chỉnh giấy phép hoạt động xây dựng khi nào?
3356,Trách nhiệm của người khiếu nại trong việc thi hành quyếtđịnh giải quyết khiếu nại có hiệu lực pháp luật?
3357,"Trường hợp thu hồi GCN đủ điều kiện kinh doanh hoạt động thể dục, thể thao được quy định như thế nào?"
3358,Các đề tài đăng ký xuất bản bị từ chối trong những trường hợp nào?
3359,Thế nào là ngân hàng thanh toán trong lĩnh vực chứng khoán?
3360,Công an xã có thẩm quyền giải quyết khiếu nại đối với hành vi trái pháp luật  liên quan đến thi hành án hình sự hay không?
3361,Việc thông báo về việc tìm kiếm việc làm hằng tháng đối với người lao động đang hưởng trợ cấp thất nghiệp được quy định như thế nào?
3362,"Quản lý và quyết toán kinh phí chi trả cấp bù học phí, hỗ trợ chi phí học tập được quy định như thế nào?"
3363,Quay đầu xe máy không đúng quy định gây tai nạn giao thông sẽ bị xử phạt thế nào?
3364,Tổ chức lực lượng và xây dựng phong trào phòng cháy và chữa cháy được quy định như thế nào?
3365,Xây nhà cao tầng ở gần sân bay được không?
3366,Tôi muốn nộp đơn đăng ký sáng chế ra nước ngoài theo Hiệp ước PCT thông qua Cục Sở hữu trí tuệ thì tôi cần nộp những tài liệu gì?
3367,"Tổ chức của chúng tôi được Bộ Lao động - Thương binh và Xã hội cấp giấy chứng nhận đủ điều kiện hoạt động huấn luyện an toàn, vệ sinh lao động hạng C, vậy khi tổ chức huấn luyện cho người huấn luyện an toàn, vệ sinh lao động, chúng tôi có phải xin cấp phép không?"
3368,Thu nhập ròng theo quy định pháp luật là gì?
3369,Thời hạn giá trị của Giấy miễn thị thực?
3370,"Hồ sơ đề nghị đóng cảng hàng không, sân bay gồm những tài liệu gì?"
3371,Những tiêu chí đánh giá đề cương của đề tài NCCB là gì?
3372,"Quy định về chức năng đối với việc phòng dịch và bảo vệ thực vật, động vật của lãnh sự danh dự được quy định như thế nào?"
3373,"Hồ sơ thiết kế kỹ thuật hoặc hồ sơ thiết kế bản vẽ thi công của dự án, công trình, sau khi đã được cơ quan Cảnh sát thẩm duyệt và cấp giấy chứng nhận thẩm duyệt về PCCC, thì được lưu trữ như thế nào?"
3374,"Đề nghị cho biết  Hồ sơ đăng ký lưu hành vắc xin, kháng thể thú y gồm những loại giấy tờ gì?"
3375,Mức phạt đối với hành vi chuyển mục đích sử dụng rừng sản xuất có diện tích từ 1.400 m2 đến dưới 3.000 m2 không đúng quy định được quy định như thế nào?
3376,"Doanh nghiệp bảo hiểm đã được Bộ Tài chính chấp thuận về mặt nguyên tắc việc tăng vốn điều lệ. Tuy nhiên, sau đó, doanh nghiệp bảo hiểm không thực hiện được phương án tăng vốn đã được Bộ Tài chính chấp thuận. Doanh nghiệp bảo hiểm cần thực hiện thủ tục gì với Bộ Tài chính và trong vòng bao lâu?"
3377,"Cờ quốc gia, dây lưng của quân đội và một số quân trang khác có phải cấp Giấy phép sản xuất gia công quân phục cho các lực lượng vũ trang nước ngoài không"
3378,"Điều kiện cho phép hoạt động đối với đoàn khám bệnh, chữa bệnh nhân đạo trong nước, đội khám bệnh, chữa bệnh chữ thập đỏ lưu động là gì?"
3379,Mức phạt đối với hành vi xây dựng chương trình đào tạo các trình độ của giáo dục đại học không đúng quy định là bao nhiêu?
3380,"Tôi muốn tìm hiểu về đối tượng được xét tặng kỷ niệm chương “Vì sự nghiệp Văn hóa, Thể thao và Du lịch”?"
3381,Ném đất vào xe của người khác bị phạt bao nhiêu?
3382,Lưu trữ báo cáo thống kê hình sự liên ngành được quy định như thế nào?
3383,Tôi nộp kháng nghị bao lâu thì có kết quả?
3384,Đến thời hạn không nhận đủ tiền thì có quyền đòi lại nhà đã bán không?
3385,Thời hạn thụ lý giải quyết khiếu nại lần đầu là bao nhiêu ngày?
3386,Vũ khí quân dụng là gì?
3387,Các trình độ đào tạo giáo dục nghề nghiệp được quy định như thế nào?
3388,Nếu sử dụng NLĐ chưa đủ 18 tuổi sản xuất bia phạt bao nhiêu?
3389,"Phương tiện Việt Nam và nước ngoài khi xuất cảnh, nhập cảnh qua cửa khẩu biên giới đất liền phải có các loại giấy tờ gì?"
3390,"Quy định về trình tự, thủ tục thẩm định quy trình vận hành công trình thủy lợi, trừ hồ chứa nước?"
3391,"Xin cho biết sự khác nhau của khái niệm về “Sản xuất thực phẩm”, “Sản xuất ban đầu”, “Sơ chế thực phẩm”, “Chế biến thực phẩm” và “Kinh doanh thực phẩm” được quy định như thế nào?"
3392,Quy định về hồ sơ nhập khẩu thức ăn chăn nuôi để làm mẫu phân tích tại phòng thử nghiệm
3393,"Việc báo cáo, nộp lại quà tặng theo luật phòng, chống tham nhũng được quy định như thế nào?"
3394,Đơn vị chúng tôi muốn thẩm định thiết kế cho phương tiện thủy nhập khẩu về hoạt động trên đường thủy nội địa thì hồ sơ thẩm định thiết kế gồm những gì?
3395,"Hiệp hội của chúng tôi muốn đăng ký tổ chức xét thưởng giải thưởng chất lượng sản phẩm, hàng hóa. Vậy, theo quy định thì Hội đồng xét thưởng phải có tối thiểu bao nhiêu người không?"
3396,"Xin cho biết những hành vi nào bị cấm trong sản xuất, kinh doanh thực phẩm được quy định như thế nào?"
3397,Công trình kiến trúc tại khu ga là gì?
3398,"Trong những trường hợp nào doanh nghiệp kinh doanh casino có thể bị thu hồi Giấy phép thu, chi ngoại tệ và các hoạt động ngoại hối khác?"
3399,Điều kiện công nhận khu du lịch cấp tỉnh được quy định như thế nào?
3400,Người được chở trên xe ô tô không thắt dây an toàn bị phạt bao nhiêu theo Nghị định 100/2019/NĐ-CP ?
3401,Thực hành tốt sản xuất thuốc là gì?
3402,Nội dung đồ án quy hoạch phân khu xây dựng khu chức năng gồm các nội dung nào?
3403,Người điều khiển xe máy chuyên dùng không phù hợp với ngành nghề bị phạt bao nhiêu tiền?
3404,Giấy phép dịch vụ nổ mìn có thời hạn tối đa là bao nhiêu năm?
3405,Người tiếp công dân có trách nhiệm gì?
3406,Hồ sơ đối với cơ sở trợ giúp xã hội có nhu cầu bổ sung đối tượng phục vụ thành cơ sở trợ giúp xã hội tổng hợp được quy định tại văn bản nào?
3407,"Công ty tôi đã được Sở Lao động - Thương binh và Xã hội  cấp giấy chứng nhận đủ điều kiện hoạt động huấn luyện an toàn, vệ sinh lao động hạng B. Nay tôi  muốn thực hiện việc bổ sung phạm vi huấn luyện an toàn, vệ sinh lao động đối với người làm công tác y tế (nhóm 5) thì tôi sẽ phải nộp hồ sơ cho cơ quan nào để thực hiện việc cấp  giấy chứng nhận huấn luyện bổ sung phạm vi huấn luyện?"
3408,Mức phạt nếu thông báo không đúng về bưu chính khi có thay đổi liên quan đến văn bản xác nhận thông báo hoạt động được quy định như thế nào?
3409,"Nội dung, thời điểm đăng tải thông tin về tổ chức được cấp giấy phép hoạt động đo đạc và bản đồ được quy định như thế nào?"
3410,Cơ quan nhà nước có thẩm quyền kiểm tra công tác nghiệm thu là cơ quan nào?
3411,"Căn cứ xây dựng nhiệm vụ lập quy hoạch cảng hàng không, sân bay được quy định như thế nào?"
3412,Đơn vị sử dụng giáo viên có trách nhiệm như thế nào trong việc nâng chuẩn trình độ đào tạo giáo viên?
3413,Mức phạt hành vi mở đường nhánh đấu nối trái phép vào đường chính
3414,"Xin hỏi, Luật tiếp công dân quy định phạm vi tiếp nhận, xử lý khiếu nại, tố cáo, kiến nghị, phản ánh tại trụ sở tiếp công dân cấp tỉnh như thế nào?"
3415,Hồ sơ đề nghị tiêu thụ hàng hóa quá cảnh của Trung Quốc qua lãnh thổ Việt Nam bao gồm những giấy tờ gì?
3416,"Tôi có thể đến cơ quan nào để làm thủ tục cho tàu, thuyền của mình rời cảng, bến thủy nội địa?"
3417,"Công ty chúng tôi có 1 Dự án đầu tư, nay Công ty dự định sẽ sáp nhập với một công ty khác thì việc thực hiện Dự án đầu tư như thế nào?"
3418,"Kho vũ khí, vật liệu nổ quân dụng, công cụ hỗ trợ là gì?"
3419,Dịch vụ chứng thực chữ ký số là gì?
